Initialzing...
Initializing data source...
Loading training data...
Data initialization complete.
Initializing model...
Model initialization complete.
Training START
iter 1:, hard_loss_metric=0.31420356, full_loss_metric=0.18958303, full_loss_num=225446.60937500, mean_dist=0.11891945, lr=0.000100, hard or full='full'
iter 70000:, hard_loss_metric=0.27638206, full_loss_metric=0.15731925, full_loss_num=28600.80273438, mean_dist=6.48886061, lr=0.000100, hard or full='full'
iter 70200:, hard_loss_metric=0.27677742, full_loss_metric=0.16506915, full_loss_num=28239.81054688, mean_dist=6.44436646, lr=0.000100, hard or full='full'
iter 70400:, hard_loss_metric=0.27776113, full_loss_metric=0.16460031, full_loss_num=28494.21679688, mean_dist=6.39312601, lr=0.000100, hard or full='full'
iter 70600:, hard_loss_metric=0.27494681, full_loss_metric=0.15383005, full_loss_num=28019.46484375, mean_dist=6.50621939, lr=0.000100, hard or full='full'
iter 70800:, hard_loss_metric=0.28177524, full_loss_metric=0.16761914, full_loss_num=28289.27539062, mean_dist=6.48753309, lr=0.000100, hard or full='full'
iter 71000:, hard_loss_metric=0.27394921, full_loss_metric=0.14732498, full_loss_num=27569.03320312, mean_dist=6.46266031, lr=0.000100, hard or full='full'
iter 71200:, hard_loss_metric=0.27505293, full_loss_metric=0.16361736, full_loss_num=28118.33593750, mean_dist=6.41423225, lr=0.000100, hard or full='full'
iter 71400:, hard_loss_metric=0.27853248, full_loss_metric=0.15935034, full_loss_num=27647.46093750, mean_dist=6.54257345, lr=0.000100, hard or full='full'
iter 71600:, hard_loss_metric=0.27658322, full_loss_metric=0.16280785, full_loss_num=28473.88476562, mean_dist=6.52918720, lr=0.000100, hard or full='full'
iter 71800:, hard_loss_metric=0.27514544, full_loss_metric=0.15753926, full_loss_num=27862.98046875, mean_dist=6.60331535, lr=0.000100, hard or full='full'
0:17:00.203397
iter 72000:, hard_loss_metric=0.27458560, full_loss_metric=0.16282216, full_loss_num=27817.39062500, mean_dist=6.53738117, lr=0.000100, hard or full='full'
iter 72200:, hard_loss_metric=0.27483594, full_loss_metric=0.16113056, full_loss_num=28065.69921875, mean_dist=6.52355957, lr=0.000100, hard or full='full'
iter 72400:, hard_loss_metric=0.27210796, full_loss_metric=0.15834384, full_loss_num=28403.70312500, mean_dist=6.32969666, lr=0.000100, hard or full='full'
iter 72600:, hard_loss_metric=0.27288228, full_loss_metric=0.14758584, full_loss_num=28764.34570312, mean_dist=6.50728512, lr=0.000100, hard or full='full'
iter 72800:, hard_loss_metric=0.27198741, full_loss_metric=0.14952171, full_loss_num=28420.14062500, mean_dist=6.45673561, lr=0.000100, hard or full='full'
iter 73000:, hard_loss_metric=0.27196091, full_loss_metric=0.15382890, full_loss_num=28808.40820312, mean_dist=6.45154619, lr=0.000100, hard or full='full'
iter 73200:, hard_loss_metric=0.27237159, full_loss_metric=0.14842457, full_loss_num=29142.94335938, mean_dist=6.28886366, lr=0.000100, hard or full='full'
iter 73400:, hard_loss_metric=0.27352172, full_loss_metric=0.15391868, full_loss_num=28624.10742188, mean_dist=6.40718794, lr=0.000100, hard or full='full'
iter 73600:, hard_loss_metric=0.27073681, full_loss_metric=0.15492813, full_loss_num=27862.27929688, mean_dist=6.51394415, lr=0.000100, hard or full='full'
iter 73800:, hard_loss_metric=0.27331951, full_loss_metric=0.15853016, full_loss_num=27708.61328125, mean_dist=6.51002455, lr=0.000100, hard or full='full'
0:17:01.159820
iter 74000:, hard_loss_metric=0.27376783, full_loss_metric=0.15432018, full_loss_num=28065.90820312, mean_dist=6.51350117, lr=0.000100, hard or full='full'
iter 74200:, hard_loss_metric=0.27360973, full_loss_metric=0.15091240, full_loss_num=27828.71093750, mean_dist=6.59250546, lr=0.000100, hard or full='full'
iter 74400:, hard_loss_metric=0.27637377, full_loss_metric=0.14924859, full_loss_num=27524.87500000, mean_dist=6.79293585, lr=0.000100, hard or full='full'
iter 74600:, hard_loss_metric=0.27387273, full_loss_metric=0.15533952, full_loss_num=27954.31445312, mean_dist=6.68842506, lr=0.000100, hard or full='full'
iter 74800:, hard_loss_metric=0.27037266, full_loss_metric=0.14648913, full_loss_num=27825.37500000, mean_dist=6.62377787, lr=0.000100, hard or full='full'
iter 75000:, hard_loss_metric=0.27496317, full_loss_metric=0.15104300, full_loss_num=27577.55468750, mean_dist=6.70169067, lr=0.000100, hard or full='full'
iter 75200:, hard_loss_metric=0.27228183, full_loss_metric=0.15113482, full_loss_num=27881.23046875, mean_dist=6.69777822, lr=0.000100, hard or full='full'
iter 75400:, hard_loss_metric=0.27227271, full_loss_metric=0.15236118, full_loss_num=27923.72070312, mean_dist=6.48319197, lr=0.000100, hard or full='full'
iter 75600:, hard_loss_metric=0.27620047, full_loss_metric=0.15391673, full_loss_num=28334.94531250, mean_dist=6.65076303, lr=0.000100, hard or full='full'
iter 75800:, hard_loss_metric=0.27654999, full_loss_metric=0.14477363, full_loss_num=28575.85156250, mean_dist=6.61261225, lr=0.000100, hard or full='full'
0:17:00.383219
iter 76000:, hard_loss_metric=0.27772060, full_loss_metric=0.15978028, full_loss_num=27753.86328125, mean_dist=6.66432476, lr=0.000100, hard or full='full'
iter 76200:, hard_loss_metric=0.27978122, full_loss_metric=0.15175396, full_loss_num=28073.86914062, mean_dist=6.63356256, lr=0.000100, hard or full='full'
iter 76400:, hard_loss_metric=0.27582622, full_loss_metric=0.15009341, full_loss_num=28430.09570312, mean_dist=6.57565117, lr=0.000100, hard or full='full'
iter 76600:, hard_loss_metric=0.27225289, full_loss_metric=0.14521754, full_loss_num=28104.42968750, mean_dist=6.62129879, lr=0.000100, hard or full='full'
iter 76800:, hard_loss_metric=0.27837747, full_loss_metric=0.15018037, full_loss_num=27222.94921875, mean_dist=6.86117554, lr=0.000100, hard or full='full'
iter 77000:, hard_loss_metric=0.27937123, full_loss_metric=0.16162159, full_loss_num=27748.82031250, mean_dist=6.75092602, lr=0.000100, hard or full='full'
iter 77200:, hard_loss_metric=0.27750519, full_loss_metric=0.15867841, full_loss_num=27964.06835938, mean_dist=6.71102285, lr=0.000100, hard or full='full'
iter 77400:, hard_loss_metric=0.27508751, full_loss_metric=0.14171533, full_loss_num=27271.73046875, mean_dist=6.70098257, lr=0.000100, hard or full='full'
iter 77600:, hard_loss_metric=0.27909657, full_loss_metric=0.15809050, full_loss_num=27559.35546875, mean_dist=6.76175070, lr=0.000100, hard or full='full'
iter 77800:, hard_loss_metric=0.27797484, full_loss_metric=0.15742913, full_loss_num=27437.62500000, mean_dist=6.89105368, lr=0.000100, hard or full='full'
0:16:59.299503
iter 78000:, hard_loss_metric=0.27512887, full_loss_metric=0.15647484, full_loss_num=27298.30078125, mean_dist=6.74334145, lr=0.000100, hard or full='full'
iter 78200:, hard_loss_metric=0.27689758, full_loss_metric=0.14784648, full_loss_num=27605.22265625, mean_dist=6.89224720, lr=0.000100, hard or full='full'
iter 78400:, hard_loss_metric=0.27488914, full_loss_metric=0.14922243, full_loss_num=27942.95507812, mean_dist=6.64283705, lr=0.000100, hard or full='full'
iter 78600:, hard_loss_metric=0.27419984, full_loss_metric=0.14651762, full_loss_num=27532.05664062, mean_dist=6.78293324, lr=0.000100, hard or full='full'
iter 78800:, hard_loss_metric=0.27678981, full_loss_metric=0.15449983, full_loss_num=27650.13085938, mean_dist=6.75135612, lr=0.000100, hard or full='full'
iter 79000:, hard_loss_metric=0.27457154, full_loss_metric=0.15150915, full_loss_num=27901.30078125, mean_dist=6.69444656, lr=0.000100, hard or full='full'
iter 79200:, hard_loss_metric=0.27456987, full_loss_metric=0.15459703, full_loss_num=27743.20507812, mean_dist=6.71054268, lr=0.000100, hard or full='full'
iter 79400:, hard_loss_metric=0.27815250, full_loss_metric=0.15331371, full_loss_num=27556.85546875, mean_dist=6.74589348, lr=0.000100, hard or full='full'
iter 79600:, hard_loss_metric=0.27878112, full_loss_metric=0.15066932, full_loss_num=27275.74218750, mean_dist=6.93223810, lr=0.000100, hard or full='full'
iter 79800:, hard_loss_metric=0.28023595, full_loss_metric=0.15989098, full_loss_num=27162.98046875, mean_dist=6.87575340, lr=0.000100, hard or full='full'
0:17:00.834877
iter 80000:, hard_loss_metric=0.27992538, full_loss_metric=0.16002998, full_loss_num=27348.90039062, mean_dist=6.85516834, lr=0.000100, hard or full='full'
Training COMPLETE
